,Year,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status_Developed,Status_Developing
10,2005,57.3,5.676753802268282,4.454347296253507,0.019802627296179712,0.8707274033063157,4.204692619390966,7.167809184316444,2.7212954278522306,4.77912349311153,4.07753744390572,2.272125885509337,4.07753744390572,0.09531017980432487,3.26934571655277,12.459935490503751,3.0106208860477417,3.0204248861443626,0.3336110043401807,7.9,0,1
11,2004,57.0,5.683579767338681,4.477336814478207,0.019802627296179712,2.790923755376677,4.219507705176107,6.1463292576688975,2.6946271807700692,4.795790545596741,1.791759469228055,2.281361456542419,1.791759469228055,0.09531017980432487,5.394269852756704,16.998509640371857,3.0204248861443626,3.0301337002713233,0.3228078744271551,6.8,0,1
12,2003,56.7,5.69035945432406,4.477336814478207,0.009950330853168083,2.4923003100268697,4.189654742026425,6.683360945766275,2.667228206581955,4.812184355372417,3.7376696182833684,2.2844211223663744,3.7376696182833684,0.09531017980432487,5.296959162606505,14.676225998668821,3.0301337002713233,3.039749158970765,0.316998126785834,6.5,0,1
13,2002,56.2,1.3862943611198906,4.48863636973214,0.009950330853168083,2.8840938099771143,4.174387269895637,7.818832443803404,2.6390573296152584,4.812184355372417,3.6109179126442243,2.1701959049483,3.6109179126442243,0.09531017980432487,5.240931603336766,16.905640049244962,3.039749158970765,1.1631508098056809,0.2934156042995415,6.2,0,1
14,2001,55.3,5.75890177387728,4.48863636973214,0.009950330853168083,2.448824118055131,4.1588830833596715,9.07829359105585,2.6100697927420065,4.812184355372417,3.58351893845611,2.174751721484161,3.5263605246161616,0.09531017980432487,4.774887475018364,14.902881229093968,1.1314021114911006,1.2237754316221157,0.29266961396282,5.9,0,1
15,2000,54.8,5.7745515455444085,4.48863636973214,0.009950330853168083,2.4358004356800476,4.143134726391533,8.78462153484075,2.580216829592325,4.812184355372417,3.2188758248682006,2.2192034840549946,3.2188758248682006,0.09531017980432487,4.749789875598035,12.590508173943816,1.1939224684724346,1.252762968495368,0.2911759617060367,5.5,0,1
16,2015,77.8,4.31748811353631,0.0,1.7227665977411035,5.902565649963353,4.605170185988092,0.0,4.07753744390572,0.0,4.605170185988092,1.9459101490553132,4.605170185988092,0.09531017980432487,8.282793484105197,10.27069681518976,0.7884573603642702,0.832909122935104,0.5664495275139878,14.2,0,1
17,2014,77.5,2.1972245773362196,0.0,1.706564623164823,6.063201472765545,4.59511985013459,0.0,4.063885354737392,0.6931471805599453,4.59511985013459,1.9286186519452522,4.59511985013459,0.09531017980432487,8.428747430626215,12.573887806186432,0.7884573603642702,0.832909122935104,0.5658818295140691,14.2,0,1
18,2013,77.2,4.442651256490317,0.0,1.7509374747078,6.068140775698127,4.605170185988092,0.0,4.051784947803305,0.6931471805599453,4.605170185988092,1.8961194845522977,4.605170185988092,0.09531017980432487,8.392926891245157,12.57623176793085,0.832909122935104,0.8754687373538999,0.5647454657554212,14.2,0,1
19,2012,76.9,4.465908118654584,0.0,1.814824742159051,6.024520519106913,4.605170185988092,2.302585092994046,4.039536325727106,0.6931471805599453,4.605170185988092,1.8855533485144158,4.605170185988092,0.09531017980432487,8.35434818052441,7.9868449011613825,0.832909122935104,0.8754687373538999,0.5607579925141997,14.2,0,1
20,2011,76.6,4.48863636973214,0.0,1.851599469584072,6.082360681148413,4.605170185988092,3.367295829986474,4.027135812528651,0.6931471805599453,4.605170185988092,1.9035989509835904,4.605170185988092,0.09531017980432487,8.397999364061072,12.595394821481149,0.8754687373538999,0.9162907318741551,0.5527350268432003,13.3,0,1
21,2010,76.2,4.5217885770490405,0.6931471805599453,1.8373699804801074,3.757069671326781,4.605170185988092,2.3978952727983707,4.012772908528289,0.6931471805599453,4.605170185988092,1.8468787684491346,4.605170185988092,0.09531017980432487,6.2052824130773905,12.582184463611044,0.8754687373538999,0.9162907318741551,0.545227050483323,12.5,0,1
22,2009,76.1,4.5217885770490405,0.6931471805599453,1.9154509415706047,5.855232229409847,4.59511985013459,0.0,3.9982007016691985,0.6931471805599453,4.59511985013459,1.9154509415706047,4.59511985013459,0.09531017980432487,8.322427294820676,14.889666206198394,0.9162907318741551,0.9555114450274363,0.5429055172294023,12.2,0,1
23,2008,75.3,0.6931471805599453,0.6931471805599453,1.888583653863595,3.6275908050833463,4.605170185988092,0.0,3.9815490680767565,0.6931471805599453,4.605170185988092,1.927164106234258,4.605170185988092,0.09531017980432487,6.083450222776355,14.896405144368723,0.9555114450274363,0.9555114450274363,0.5382462193419828,12.0,0,1
24,2007,75.9,2.302585092994046,0.6931471805599453,1.884034745337226,3.50395107089853,4.59511985013459,3.1354942159291497,3.9646154555473165,0.6931471805599453,4.605170185988092,1.9600947840472698,4.59511985013459,0.09531017980432487,5.897529758519371,10.299508201816293,0.9555114450274363,0.9932517730102833,0.5323914016805512,11.6,0,1
25,2006,74.2,4.605170185988092,0.6931471805599453,1.8421356765531218,1.4591158739967494,4.59511985013459,4.23410650459726,1.916922612182061,0.6931471805599453,4.584967478670572,1.925707441737794,4.584967478670572,0.09531017980432487,3.5871041704908206,14.911635756385875,0.9932517730102833,1.0296194171811581,0.5282725373697112,11.4,0,1
26,2005,73.5,2.772588722239781,0.6931471805599453,1.8180767775454285,3.3319588167807677,4.59511985013459,1.9459101490553132,3.929862923556477,0.6931471805599453,4.584967478670572,1.9629077254238845,4.59511985013459,0.09531017980432487,5.635299940781998,12.649116093193125,1.0296194171811581,1.0296194171811581,0.521765563804325,10.8,0,1
27,2004,73.0,2.8903717578961645,0.6931471805599453,1.7119945007591924,5.406466590142783,4.605170185988092,2.0794415416798357,3.910021002757473,0.6931471805599453,4.59511985013459,1.998773638612381,4.584967478670572,0.09531017980432487,7.790525725110208,12.6975319468052,1.0296194171811581,1.0647107369924282,0.5193888544264785,10.9,0,1
28,2003,72.8,2.9444389791664403,0.6931471805599453,1.665818245870208,2.7548885455196648,4.584967478670572,2.1972245773362196,3.8897773964808264,0.6931471805599453,4.584967478670572,1.9837562915454279,4.584967478670572,0.09531017980432487,5.250604795816188,12.73557379105924,1.0647107369924282,1.0986122886681098,0.5152159720672836,10.7,0,1
29,2002,73.3,2.772588722239781,0.6931471805599453,1.5539252025038417,4.6588712784519215,4.574710978503383,2.833213344056216,3.8691155044168695,0.6931471805599453,4.59511985013459,1.9878743481543455,4.59511985013459,0.09531017980432487,7.282515635372728,8.163940954755008,1.0986122886681098,1.1314021114911006,0.5128236264286639,10.7,0,1
30,2001,73.6,2.70805020110221,0.6931471805599453,1.6582280766035324,4.576828022375532,4.574710978503383,2.9444389791664403,3.8501476017100584,0.6931471805599453,4.584967478670572,1.9459101490553132,4.584967478670572,0.09531017980432487,7.19140929218502,10.49609590771746,1.1314021114911006,1.1314021114911006,0.5080216964332566,10.6,0,1
31,2000,72.6,2.4849066497880004,0.6931471805599453,1.5390154481375546,4.529492958027057,4.574710978503383,6.4967749901858625,3.828641396489095,0.6931471805599453,4.584967478670572,1.9823798288367047,4.584967478670572,0.09531017980432487,7.070544805715177,10.569469065023304,1.1314021114911006,1.1631508098056809,0.504405055963068,10.7,0,1
32,2015,75.6,2.995732273553991,3.091042453358316,1.7232773221513311,0.0,4.564348191467836,4.1588830833596715,4.102643365036796,3.2188758248682006,4.564348191467836,1.9370408655603775,4.564348191467836,0.09531017980432487,8.3269433897825,17.501173068258527,1.9459101490553132,1.916922612182061,0.5556077665378839,14.4,0,1
33,2014,75.4,2.4849066497880004,3.091042453358316,0.009950330853168083,4.01163878101945,4.564348191467836,0.0,4.084294226368599,3.2188758248682006,4.564348191467836,2.105352923464337,4.564348191467836,0.09531017980432487,6.307828277513971,17.481973478503658,1.9459101490553132,1.916922612182061,0.5544596607860519,14.4,0,1
34,2013,75.3,4.727387818712341,3.091042453358316,0.4252677354043441,6.301612504587525,4.564348191467836,3.258096538021482,4.063885354737392,3.2188758248682006,4.564348191467836,2.0943301541735866,4.564348191467836,0.09531017980432487,8.607557846977695,17.46196681444118,1.9315214116032138,1.916922612182061,0.5521594872589678,14.4,0,1
35,2012,75.1,4.736198448394496,3.091042453358316,0.5068176023684519,6.32243252627382,4.564348191467836,2.9444389791664403,4.044804116661965,3.2188758248682006,4.564348191467836,1.965712776351493,4.564348191467836,0.09531017980432487,8.624400619281232,17.441605897735318,1.9315214116032138,1.916922612182061,0.5492768101402434,14.4,0,1
36,2011,74.9,4.762173934797756,3.091042453358316,0.44468582126144574,6.23441472669076,4.564348191467836,4.727387818712341,4.02535169073515,3.2188758248682006,4.564348191467836,1.8389610707123492,4.564348191467836,0.09531017980432487,8.600293183905098,17.421539756511166,1.9315214116032138,1.916922612182061,0.5446471722415014,14.0,0,1
37,2010,74.7,4.787491742782046,3.091042453358316,0.37156355643248307,6.067771638586006,4.564348191467836,4.6443908991413725,4.005513348515485,3.2188758248682006,4.564348191467836,1.8115620965242347,4.564348191467836,0.09531017980432487,8.403888913011384,17.402291891240836,1.9315214116032138,1.916922612182061,0.538829820175588,13.6,0,1
38,2009,74.4,4.820281565605037,3.044522437723423,0.4054651081081644,5.866648329351803,4.553876891600541,4.68213122712422,3.9852734671677386,3.1780538303479458,4.553876891600541,1.8500283773520307,4.564348191467836,0.09531017980432487,8.26096617525377,15.08149347093518,1.9459101490553132,1.9315214116032138,0.5335651107354801,13.1,0,1
39,2008,74.1,4.844187086458591,3.044522437723423,0.3784364357202451,3.7861688861783276,4.5217885770490405,5.384495062789089,3.966511190712216,3.1780538303479458,4.532599493153256,1.6486586255873816,4.543294782270004,0.09531017980432487,6.207089637494888,15.064470876972422,1.9459101490553132,1.9315214116032138,0.5288619862520892,12.6,0,1
40,2007,73.8,4.867534450455582,3.044522437723423,0.3646431135879093,5.772449723667242,2.302585092994046,0.0,1.916922612182061,3.1780538303479458,4.564348191467836,1.572773928062509,4.564348191467836,0.09531017980432487,8.277966838134029,10.445143015094558,1.9459101490553132,1.9315214116032138,0.5247285289349821,12.3,0,1
41,2006,73.4,4.890349128221754,3.044522437723423,0.3074846997479606,5.603004761160019,2.1972245773362196,6.851184927493743,3.927896354584436,3.1780538303479458,4.564348191467836,1.4724720573609429,4.564348191467836,0.09531017980432487,8.150646221844118,17.335317774131166,1.9600947840472698,1.9459101490553132,0.5223588595796638,12.3,0,1
42,2005,72.9,4.919980925828125,2.995732273553991,0.4054651081081644,1.266644108986823,4.430816798843313,7.741967899820685,3.910021002757473,3.1354942159291497,4.48863636973214,1.4445632692438664,4.48863636973214,0.09531017980432487,3.4695529212073555,17.320720687453086,1.9600947840472698,1.9459101490553132,0.5187937934151675,12.0,0,1
43,2004,72.3,2.70805020110221,2.995732273553991,0.37156355643248307,5.3999425600682835,4.406719247264253,8.098642843759418,3.8897773964808264,3.1780538303479458,4.465908118654584,1.5129270120532565,4.465908118654584,0.09531017980432487,7.863259916294093,15.004328200775426,1.9740810260220096,1.9600947840472698,0.514618422004687,11.7,0,1
44,2003,71.7,4.990432586778736,3.044522437723423,0.29266961396282,3.258808692071887,4.405992900805995,9.640498092674719,3.871201010907891,3.1780538303479458,4.477336814478207,1.5260563034950492,4.477336814478207,0.09531017980432487,5.688112201411935,14.992168176258437,1.9878743481543455,1.9600947840472698,0.5086232002107907,11.5,0,1
45,2002,71.6,4.983606621708336,3.044522437723423,0.3074846997479606,5.007376552159703,4.405992900805995,8.676416696964216,3.8522730010223722,3.1780538303479458,4.465908118654584,1.5539252025038417,4.465908118654584,0.09531017980432487,7.481745390959664,14.978519795249039,1.9878743481543455,1.9740810260220096,0.5025918188388871,11.1,0,1
46,2001,71.4,4.983606621708336,3.044522437723423,0.20701416938432615,5.003852821038969,4.405992900805995,7.8961806086154915,3.835141961092188,3.2188758248682006,4.499809670330265,1.5769147207285403,4.499809670330265,0.09531017980432487,7.4581042502953085,17.268419356588552,2.0014800002101243,1.9878743481543455,0.49713229663398817,10.9,0,1
47,2000,71.3,4.983606621708336,3.091042453358316,0.22314355131420976,5.046362370576019,4.405992900805995,0.0,3.8155121050473024,3.258096538021482,4.465908118654584,1.501852701754163,4.465908118654584,0.09531017980432487,7.472033307478495,14.952820025329517,2.0149030205422647,2.0014800002101243,0.4922542381805553,10.7,0,1
48,2015,52.4,5.817111159963204,4.204692619390966,1.7232773221513311,0.0,4.174387269895637,4.77912349311153,3.190476350346503,4.59511985013459,2.0794415416798357,1.9370408655603775,4.174387269895637,1.0647107369924282,8.215221168362245,14.840094461055156,2.2300144001592104,2.2192034840549946,0.4259211166755467,11.4,0,1
49,2014,51.7,5.855071922202427,4.219507705176107,2.2332350148592526,3.21749935797215,4.174387269895637,9.367344120785848,3.1654750481410856,4.624972813284271,4.23410650459726,1.4609379041156565,4.174387269895637,1.0986122886681098,6.17443639241852,14.805968431670163,2.2512917986064953,2.2300144001592104,0.4233050262364954,11.4,0,1
50,2013,51.1,5.87493073085203,4.248495242049359,2.2082744135228043,3.609797631038728,4.356708826689592,9.050640993218508,3.139832617527748,4.663439094112067,4.219507705176107,1.6601310267496185,4.356708826689592,1.1939224684724346,6.185420008498344,14.77095853943948,2.2617630984737906,2.2512917986064953,0.4206820739130248,11.4,0,1
51,2012,56.0,5.883322388488279,4.290459441148391,2.2235418856535927,5.549552719535908,4.330733340286331,8.402679804627477,3.1135153092103742,4.709530201312334,4.330733340286331,1.4586150226995167,4.330733340286331,1.2809338454620642,8.433648523096771,12.466958895194791,2.2823823856765264,2.2617630984737906,0.41078426958576436,10.3,0,1
52,2011,51.0,5.8916442118257715,4.330733340286331,2.203869120054888,5.4843461767283666,4.290459441148391,7.27931883541462,3.091042453358316,4.7535901911063645,4.30406509320417,1.4770487243883548,4.276666119016055,1.252762968495368,8.366400275651035,17.00263008706968,2.2925347571405443,2.2823823856765264,0.40212620684264977,9.4,0,1
53,2010,49.6,5.902633333401366,4.3694478524670215,2.174751721484161,5.260894487961259,4.356708826689592,7.0825485693553,1.2237754316221157,4.804021044733257,4.406719247264253,1.4793292270870801,4.356708826689592,1.252762968495368,8.169204645533457,16.9669265641907,2.312535423847214,2.302585092994046,0.3974329364109001,9.0,0,1
54,2009,49.1,5.91350300563827,4.406719247264253,2.080690761080268,5.365615821655336,4.127134385045092,7.940227765145702,3.0349529867072724,4.852030263919617,4.1588830833596715,1.6808279085207734,1.9459101490553132,1.252762968495368,8.116370744459195,16.931225579366174,2.33214389523559,2.322387720290225,0.3920420877760237,8.5,0,1
55,2008,48.7,5.918893854273146,4.442651256490317,2.0881534822818573,5.525095089453854,4.248495242049359,5.583496308781699,3.0106208860477417,4.897839799950911,4.189654742026425,1.5769147207285403,4.248495242049359,1.2809338454620642,8.260900964340689,14.592972691761938,2.3513752571634776,2.341805806147327,0.38390093019232385,8.1,0,1
56,2007,48.2,5.929589143389895,4.477336814478207,1.9947003132247452,5.224785699221859,4.30406509320417,6.922643891475888,2.9856819377004897,4.9344739331306915,4.330733340286331,1.4770487243883548,4.30406509320417,1.2809338454620642,7.965489024308915,14.9133518828495,2.3608540011180215,2.3608540011180215,0.37431837911132765,7.7,0,1
57,2006,47.7,5.945420608606575,4.51085950651685,1.922787731634459,3.2614328218169044,4.405992900805995,6.641182169740591,2.954910279033736,4.969813299576001,3.6109179126442243,1.7119945007591924,3.5553480614894135,1.252762968495368,5.57373130094313,14.631936754684391,2.379546134130174,2.3702437414678603,0.36394842790523074,7.2,0,1
58,2005,47.4,5.948034989180646,4.532599493153256,1.7984040119467235,4.59705183285554,4.405992900805995,5.556828061699537,2.928523523860541,5.003946305945459,3.6888794541139363,1.62924053973028,3.6635616461296463,1.2809338454620642,7.275859015063806,16.78861591266275,0.6931471805599453,2.388762789235098,0.3548733219921042,6.8,0,1
59,2004,47.1,5.958424693029782,4.553876891600541,1.5107219394949425,2.2891733057069223,4.405992900805995,3.4011973816621555,2.9014215940827497,5.030437921392435,1.6094379124341003,1.742219023667919,1.6094379124341003,1.252762968495368,4.961924206800165,16.752856917549373,0.7884573603642702,0.7419373447293773,0.3471295310952009,6.4,0,1
60,2003,46.8,5.963579343618446,4.564348191467836,1.501852701754163,3.6091187602749266,4.405992900805995,7.087573705557973,2.8791984572980396,5.049856007249537,1.6094379124341003,1.6882490928583902,1.6094379124341003,1.2237754316221157,6.659894195892075,14.41619699521707,0.8754687373538999,0.832909122935104,0.3407487933884732,5.9,0,1
61,2002,46.5,5.971261839790462,4.574710978503383,1.3402504226184837,3.2203923543558357,4.405992900805995,9.388151773292252,2.8507065015037334,5.062595033026967,3.6375861597263857,1.5325568680981427,3.7376696182833684,1.1939224684724346,6.568333097950245,16.68185427406064,0.9162907318741551,0.9162907318741551,0.33718626735486995,5.5,0,1
62,2001,45.7,3.8066624897703196,4.584967478670572,1.275362800412609,3.4455311696510735,4.405992900805995,9.110188490025742,2.8213788864092133,5.075173815233827,3.7376696182833684,1.8531680973566984,3.6635616461296463,1.1314021114911006,6.267520692735661,16.64773912316728,0.9932517730102833,0.9932517730102833,0.33002291294130587,5.1,0,1
63,2000,45.3,3.8918202981106265,4.584967478670572,1.0473189942805592,2.8262179058750525,4.405992900805995,7.705262474866325,2.797281334830153,5.081404364984463,1.3862943611198906,1.332366019094335,3.367295829986474,1.0986122886681098,6.321302219852404,14.313205348437064,1.0647107369924282,1.0647107369924282,0.3235317253454782,4.6,0,1
64,2015,76.4,2.6390573296152584,0.0,1.7232773221513311,0.0,4.605170185988092,0.0,3.885679030088544,0.0,4.465908118654584,1.9370408655603775,4.605170185988092,0.18232155679395465,9.515465975066057,16.361306588246645,1.4586150226995167,1.4586150226995167,0.5788580341578177,13.9,0,1
65,2014,76.2,4.882801922586371,0.0,2.25758772706331,7.793174253954877,4.605170185988092,0.0,3.871201010907891,0.0,4.574710978503383,1.8779371654691073,4.605170185988092,0.18232155679395465,9.46415253044146,16.361306588246645,1.4586150226995167,1.4586150226995167,0.5777363290486176,13.9,0,1
66,2013,76.1,4.897839799950911,0.0,2.259677591982769,7.597110465009863,4.605170185988092,0.0,3.858622228701031,0.0,4.59511985013459,1.8453002361560848,4.605170185988092,0.18232155679395465,9.411308999779358,16.361306588246645,1.4586150226995167,1.4586150226995167,0.5771750043075246,13.9,0,1
67,2012,75.9,4.90527477843843,0.0,2.217027204632399,7.676580197040668,4.59511985013459,0.0,3.8437441646748516,0.0,4.584967478670572,1.8547342683894434,4.59511985013459,0.18232155679395465,9.438785204236783,16.361306588246645,1.4586150226995167,1.4586150226995167,0.5754891370917129,13.8,0,1
68,2011,75.7,4.919980925828125,0.0,2.179286876649552,7.502117674080872,4.605170185988092,0.0,3.8308129500026027,0.0,4.605170185988092,1.8946168546677629,4.605170185988092,0.09531017980432487,9.386840844921688,16.361306588246645,1.4586150226995167,1.4586150226995167,0.5777363290486176,14.1,0,1
69,2010,75.6,4.9344739331306915,0.0,2.179286876649552,7.593352498679419,4.59511985013459,0.0,3.8155121050473024,0.0,4.605170185988092,1.891604804197771,4.59511985013459,0.09531017980432487,9.403261895099131,16.361306588246645,1.4586150226995167,1.4586150226995167,0.5782973388810034,14.1,0,1
70,2009,75.4,2.70805020110221,0.0,2.1770218700187,5.013024008844174,4.59511985013459,0.0,3.8022081394209395,0.0,4.59511985013459,1.7681496035889213,4.605170185988092,0.09531017980432487,7.180425424187216,16.361306588246645,1.4816045409242156,1.4586150226995167,0.5810976767513224,14.2,0,1
71,2008,75.2,4.962844630259907,0.0,2.2267833795777636,5.202776642420411,4.59511985013459,0.0,3.7887247890836524,0.0,4.605170185988092,1.7387102481382397,4.605170185988092,0.09531017980432487,7.295951623248969,16.361306588246645,1.4816045409242156,1.4586150226995167,0.5799784824543073,14.4,0,1
72,2007,75.0,4.976733742420574,0.0,2.265921108622454,5.556698828638881,4.584967478670572,0.0,3.775057150354989,0.0,4.59511985013459,1.6620303625532709,4.605170185988092,0.09531017980432487,9.564743353361457,16.361306588246645,1.4816045409242156,1.4586150226995167,0.5771750043075246,14.5,0,1
73,2006,74.8,4.983606621708336,0.0,2.295560478057081,5.381346506237099,4.605170185988092,0.0,3.7612001156935624,0.0,4.605170185988092,1.6752256529721035,4.605170185988092,0.09531017980432487,9.451354785537198,16.361306588246645,1.4816045409242156,1.4816045409242156,0.5726730270920708,14.7,0,1
74,2005,74.6,4.997212273764115,0.0,2.21375387928743,7.283865851704862,4.605170185988092,0.0,3.7471483622379123,0.0,4.59511985013459,1.6882490928583902,4.605170185988092,0.09531017980432487,9.33899203619325,16.361306588246645,1.5040773967762742,1.4816045409242156,0.0,0.0,0,1
75,2004,74.4,5.0106352940962555,0.0,2.1138429683971687,3.172327133241203,4.584967478670572,0.0,1.7578579175523736,0.0,4.584967478670572,1.6505798557652755,4.584967478670572,0.09531017980432487,7.210698357634711,16.361306588246645,1.5040773967762742,1.4816045409242156,0.0,0.0,0,1
76,2003,74.2,5.0238805208462765,0.0,2.0992441689760155,7.055369148053145,4.605170185988092,0.0,1.62924053973028,0.0,4.605170185988092,1.7101878155342434,4.605170185988092,0.09531017980432487,9.184081152798269,16.361306588246645,1.5040773967762742,1.5040773967762742,0.0,0.0,0,1
77,2002,74.0,5.0369526024136295,0.0,2.105352923464337,6.833470844875305,4.605170185988092,0.0,3.7013019741124933,0.0,4.543294782270004,1.6882490928583902,4.59511985013459,0.09531017980432487,9.147157353276612,16.361306588246645,1.5260563034950492,1.5040773967762742,0.0,0.0,0,1
78,2001,73.8,5.043425116919247,0.0,2.1412419425852827,5.10453658976805,4.574710978503383,0.0,3.686376323895818,0.0,4.605170185988092,1.7011051009599243,4.584967478670572,0.09531017980432487,9.144110198080574,16.361306588246645,1.5260563034950492,1.5040773967762742,0.0,0.0,0,1
79,2000,73.6,5.056245805348308,0.0,2.1126345090356,7.0288603195538855,4.405992900805995,0.0,3.6686767467964168,0.0,4.574710978503383,1.6351056591826783,4.564348191467836,0.09531017980432487,9.19787922700169,16.361306588246645,1.547562508716013,1.5260563034950492,0.0,0.0,0,1
80,2015,76.3,4.762173934797756,2.1972245773362196,1.7232773221513311,0.0,4.553876891600541,0.0,4.155753190350744,2.302585092994046,4.543294782270004,1.9370408655603775,4.553876891600541,0.09531017980432487,9.508080957548032,17.58637927014651,0.6931471805599453,0.6418538861723948,0.6021277821727766,17.3,0,1
81,2014,76.2,4.77912349311153,2.1972245773362196,2.189416394888408,6.743318919802188,4.553876891600541,0.6931471805599453,4.146304301152812,2.302585092994046,4.532599493153256,1.7561322915849038,4.553876891600541,0.09531017980432487,9.412975573350558,17.576280720776225,0.6931471805599453,0.6418538861723948,0.6015799870344548,17.3,0,1
82,2013,76.0,4.787491742782046,2.1972245773362196,2.2278615467981093,6.9105477085191716,4.553876891600541,0.0,4.136765278106052,2.3978952727983707,4.605170185988092,1.7900914121273581,4.553876891600541,0.09531017980432487,9.470982879686202,17.565953628195594,0.6931471805599453,0.6418538861723948,0.6004834956965259,17.3,0,1
83,2012,75.9,2.5649493574615367,2.302585092994046,2.2353763433005955,7.033998429400421,4.5217885770490405,1.0986122886681098,4.127134385045092,2.3978952727983707,4.605170185988092,1.824549292051046,4.5217885770490405,0.09531017980432487,9.47045373583578,15.273367153595794,0.6931471805599453,0.6418538861723948,0.5999347988377665,17.2,0,1
84,2011,75.7,2.5649493574615367,2.302585092994046,2.209372711271867,7.316767064853229,4.5217885770490405,1.3862943611198906,2.0014800002101243,2.3978952727983707,4.543294782270004,1.9300710850255671,4.5217885770490405,0.09531017980432487,9.451558281518993,17.544977099009838,0.6931471805599453,0.6418538861723948,0.5966362801791015,17.1,0,1
85,2010,75.5,4.804021044733257,2.3978952727983707,2.21375387928743,5.239686454408513,4.553876891600541,2.8903717578961645,4.107589788972121,2.4849066497880004,4.564348191467836,2.0215475632609334,4.553876891600541,0.09531017980432487,7.152476352123157,17.534528500638103,0.6931471805599453,0.6418538861723948,0.5888971591861462,16.8,0,1
86,2009,75.6,4.844187086458591,2.3978952727983707,2.2332350148592526,7.243543440963352,4.553876891600541,1.3862943611198906,4.097672352314776,2.4849066497880004,4.584967478670572,2.1552445050953364,4.553876891600541,0.09531017980432487,9.007289805310181,13.08143304368226,0.6931471805599453,0.6418538861723948,0.5844477636366044,16.5,0,1
